,business_id,name,address,city,state,postal_code,categories,review_count,stars,latitude,longitude
181000,'9OwoNe9ksUeU6zYasGhrPA','China Harvest Buffet','12407 N 28th Dr','Phoenix','AZ','85029',"'Buffets, Restaurants, Chinese'",40,2.5,33.5974554,-112.1197812
181247,'szhJLmdLDVFTevm8fu0T4A','Great Wall Cuisine',"'3446 W Camelback Rd, Ste 155'",'Phoenix','AZ','85017',"'Cantonese, Dim Sum, Chinese, Restaurants'",465,3.5,33.5109875515,-112.1332770941
182084,'tYRXT7VdchMAvOUU01emMA','Hong Kong Express Chinese Food','1501 N 43rd Ave','Phoenix','AZ','85009',"'Chinese, Restaurants'",3,2.5,33.4649255,-112.1514513
182551,'LKTx0oPOrn_81n6DJpNk5g',"""Flo's Shanghai Cafe""","'Sky Harbor International Airport, Terminal 4'",'Phoenix','AZ','85034',"'Restaurants, Chinese'",10,2.5,33.439648,-112.026154
182988,'YaEPtPnEqh3WSsGq7cL44Q','Wahsun Chinese Restaurant','8056 N 19th Ave','Phoenix','AZ','85021',"'Food, Chinese, Restaurants, Specialty Food'",69,4.0,33.554095399999994,-112.1001383
183339,'aI3CUcnQbjn1jdcl6NfatQ','China Super Buffet','8801 N 7th St','Phoenix','AZ','85020',"'Restaurants, Chinese'",3,3.0,33.5645681,-112.06464440000002
184319,'kP2wC0luve3mT5fcdrA3nQ','China Village','2710 E Indian School Rd','Phoenix','AZ','85016',"'Chinese, Restaurants, Event Planning & Services, Caterers, Asian Fusion, Soup, Noodles'",199,4.0,33.4954022,-112.0229986
184615,'67sq73gTdgHN0atGtIgDtA','Great Wall Buffet','10605 N 43rd Ave','Phoenix','AZ','85029',"'Buffets, Chinese, Restaurants'",24,2.5,33.5823628,-112.1498845
184681,'mRubgo8WfjraJkE5Bvbf6w','Savor Flavor Asia',"'4905 E Ray Rd, Ste 102'",'Phoenix','AZ','85044',"'Restaurants, Asian Fusion, Japanese, Vietnamese, Chinese, Thai'",243,3.5,33.317289,-111.9777108
184836,'rT8DwZu7pvuWKRM1nwVuug','Bamboo China Restaurant','7575 N 16th St','Phoenix','AZ','85020',"'Restaurants, Chinese'",37,3.5,33.546257000000004,-112.04685
185699,'BzZNKx6Des02RuAtT-uOPw','Fate 905','905 N 4th St','Phoenix','AZ','85004',"'Chinese, Restaurants, Asian Fusion'",85,3.0,33.4579128,-112.0686777
185792,'-PJgh1XoQBMnnSgg6MhmMA','Hong Kong Chinese Cuisine','1920 W Thunderbird Rd','Phoenix','AZ','85023',"'Restaurants, Food, Chinese, Food Delivery Services'",38,3.5,33.6115344,-112.1008488
185972,'dZ4haBsXeESSij53suTQ2w','Canton Wong #2','6023 N 19th Ave','Phoenix','AZ','85015',"'Chinese, Restaurants'",6,2.5,33.5249615,-112.0996375
186872,'2WErPL5DZKuYpQDRjC49nw','Golden Panda','13849 N 19th Ave','Phoenix','AZ','85023',"'Chinese, Fast Food, Restaurants'",6,4.0,33.612328000000005,-112.0992761
187306,'1rbb8ntTOpSolQv60CGcsQ',"""Ming's Pagoda""",'12019 N 19th Ave','Phoenix','AZ','85029',"'Chinese, Restaurants'",74,3.5,33.5954225,-112.0991023
187753,'AEYNihHmGIjmUciRFo3qwA',"""Yin's Chinese Resturant""","'1950 W Indian School Rd, Ste 12'",'Phoenix','AZ','85015',"'Chinese, Restaurants'",49,4.0,33.4954861,-112.101757
189016,'jlcnzJ_0Sr2w3l7Z9HaVow',"""Lin's Grand Buffet""",'3955 E Baseline Rd','Phoenix','AZ','85042',"'Restaurants, Seafood, Chinese, Buffets'",218,3.0,33.377347201199996,-111.9975112751
189583,'8IblwilNlenDVwBbEzQEVg','Canton Dragon','7307 W Indian School Rd','Phoenix','AZ','85033',"'Chinese, Restaurants'",59,4.0,33.4942311,-112.2166761
190347,'tDYcVluqZwieulc1iqxGXg','Autumn Court Chinese Restaurant','3752 E Indian School Rd','Phoenix','AZ','85018',"'Chinese, Caterers, Restaurants, Event Planning & Services, Japanese, Sushi Bars'",258,3.5,33.4954047,-112.0000394
190354,'nQVPgOqVrNIWhY3F5kS79g','Pei Wok',"'3233 E Chandler Blvd, Ste 6'",'Phoenix','AZ','85048',"'Chinese, Restaurants'",25,4.0,33.3048555,-112.0124975
